county,office,district,party,candidate,votes
BARRY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,167
BARRY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
BARRY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
BARRY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,204
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,26313
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,32145
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,629
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,577
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,283
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
BAY,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,46
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,5659
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,6742
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,129
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,90
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,73
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
BENZIE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,318
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,35983
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,44819
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,927
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,616
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,497
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
BERRIEN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,103
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,5923
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,14181
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,226
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,229
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,130
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
BRANCH,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,278
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,28321
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,36586
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,873
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,718
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,426
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CALHOUN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,106
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,8584
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,18127
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,272
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,205
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,121
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CASS,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,54
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,6979
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,9930
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,203
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,103
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,115
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CHARLEVOIX,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,51
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,5445
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,10259
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,182
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,144
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,83
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CHEBOYGAN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,81
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,6689
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,10751
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,226
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,165
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,101
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CHIPPEWA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,89
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,5285
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,11146
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,211
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,188
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,74
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CLARE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,120
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,22600
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,25903
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,450
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,259
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,213
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CLINTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,45
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,2696
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,5360
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,112
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,81
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,37
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
CRAWFORD,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,63
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,7316
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,13601
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,226
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,182
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,90
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
DELTA,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,43
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,4662
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,10076
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,155
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,110
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,56
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
DICKINSON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,183
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,31453
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,31627
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,646
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,441
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,279
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
EATON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,72
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,9778
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,12301
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,231
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,167
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,119
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
EMMET,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,827
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,114995
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,97999
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,2116
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,1938
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,1584
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
GENESEE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,57
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,4537
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,10239
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,150
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,145
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,65
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
GLADWIN,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,41
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,3250
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,4536
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,74
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,95
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,54
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
GOGEBIC,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,180
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,29487
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,30865
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,764
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,337
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,389
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
GRAND TRAVERSE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,79
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,6648
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,12281
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,235
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,171
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,96
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
GRATIOT,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,100
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,5924
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,17792
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,238
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,215
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,136
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
HILLSDALE,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,52
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,7650
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,10993
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,209
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,97
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,125
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
HOUGHTON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,79
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,5541
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,12509
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,172
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,DAVE STEIN,184
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,GREEN,DOUGLAS P. MARSH,65
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,JAMES CHAPMAN,0
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,MARCUS A. IRVINE,0
HURON,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,WRITE-IN,VALERIE LEE WILLIS,0
INGHAM,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,NATURAL LAW,DOUG DERN,408
INGHAM,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,DEMOCRATIC,ELISSA SLOTKIN,94679
INGHAM,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,REPUBLICAN,MIKE ROGERS,48083
INGHAM,UNITED STATES SENATOR 6 YEAR TERM (1) POSITION,0,LIBERTARIAN,JOSEPH SOLIS-MULLEN,1394
